Адрес на 30.08.2021;Широта;Долгота;;;
Солнечная аллея, к.807, г. Зеленоград, г. Москва;55.979635;37.189476;;;
ул.Дорогомиловская Б., напротив д.9, из центра, г. Москва;55.746352;37.554171;;;
Бородинский мост, из центра, г. Москва;55.745505;37.573853;;;
Мичуринский просп., д.45, г. Москва;55.688374;37.482296;;;
Мичуринский просп., д.12, к.1, г. Москва;55.703272;37.508136;;;
"Мичуринский просп., 40 метров до ООТ ""МГУ"", г. Москва";55.709852;37.52315;;;
ул.Лобачевского, напротив д.98, к.3, г. Москва;55.683731;37.479531;;;
ул.Люсиновская, д.48-50, к.10, г. Москва;55.721335;37.622141;;;
ул.Боженко, д.53 по ул.Молодогвардейская, г. Москва;55.733404;37.405937;;;
"Кутузовский просп., 60 метров после ООТ ""Поклонная гора"", в центр, г. Москва";55.734411;37.507172;;;
ул.Дыбенко, д.1Б, с.1, г. Москва;55.86748;37.484496;;;
"Ленинградское ш., 670 метров после ООТ ""Платформа Молжаниново"", в центр, г. Москва";55.921032;37.391895;;;
Ленинградское ш., д.4 по Охтинскому проезду, г. Москва;55.925182;37.386611;;;
Ленинградское ш., д.193, г. Москва;55.933467;37.374476;;;
Ленинградское ш., д.115, г. Москва;55.9266;37.38408;;;
"Ленинградское ш., 700 метров до ООТ ""Платформа Молжаниново"", из центра, г. Москва";55.92102;37.392484;;;
Ленинградское ш., д.214, г. Москва;55.927965;37.382723;;;
Ленинградское ш., д.258, г. Москва;55.935092;37.372738;;;
Ленинградское ш., д.290А, с.5, г. Москва;55.941129;37.364198;;;
съезд с ул.Валаамская на ул.Большая Академическая, д.74 по проезду Черепановых, г. Москва;55.846898;37.555797;;;
Ленинградское ш., д.356, г. Москва;55.949779;37.352013;;;
Ленинградское ш., 200 метров после съезда на Шереметьевское ш., из центра, г. Москва;55.95501;37.344071;;;
"Ленинградское ш., 1 км до ООТ ""Черкизово"", в центр, г. Москва";55.956274;37.341637;;;
Ленинградское ш., д.307, г. Москва;55.950124;37.350789;;;
Ленинградское ш., д.227, г. Москва;55.939911;37.365299;;;
Мира просп., д.109, дублер, в центр, г. Москва;55.819165;37.639029;;;
Мира просп., д.176, дублер, из центра, г. Москва;55.823707;37.644948;;;
Мира просп., д.176, дублер, г. Москва;55.823236;37.644467;;;
ул.Академика Флерова, второе пересечение с Долгопрудненским ш., из центра, г. Москва;55.919874;37.539641;;;
ул.Широкая, д.24, г. Москва;55.887319;37.671691;;;
ул.Радужная, д.5, к.2 по ул.Енисейская, г. Москва;55.859671;37.659334;;;
Пятницкое ш., д.24, с.7, г. Москва;55.846665;37.375156;;;
Пятницкое ш., д.18, г. Москва;55.843292;37.382035;;;
Пятницкое ш., пересечение с ул.Барышиха, из центра, г. Москва;55.861085;37.348136;;;
ул.Дубравная, д.23 по Пятницкому ш., г. Москва;55.849623;37.367341;;;
"Проектируемый пр-д №7031, ООТ ""Школа Летово"", Сосенское п-е, г. Москва";55.56097;37.419688;;;
Калужское ш., д.29, с. Красная Пахра, Краснопахорское п-е, г. Москва;55.429103;37.275812;;;
"а/д ""д.Крёкшино-д.Анкудиново"", пересечение с ул.Вишневая, движение от Минского ш., д. Крёкшино, Марушкинское п-е, г. Москва";55.587809;37.11973;;;
"а/д ""д.Крёкшино-д.Анкудиново"", пересечение с ул.Вишневая, движение в сторону Минского ш., д. Крёкшино, Марушкинское п-е, г. Москва";55.58704;37.121088;;;
Киевское ш., 36 км, съезд с Боровского ш., в центр, Марушкинское п-е, г. Москва;55.574134;37.215095;;;
Варшавское ш., д.88, д. Лукошкино, Кленовское п-е, г. Москва;55.320535;37.256093;;;
Калужское ш., д.28, д. Косовка, Вороновское п-е, г. Москва;55.300772;37.138866;;;
а/д А-101 «Москва-Малоярославец-Рославль», д.34, д. Кресты, Роговское п-е, г. Москва;55.261975;37.103192;;;
Калужское ш., д.4, с.3, Мосрентген п-е, г. Москва;55.606293;37.486737;;;
"Калужское ш., ООТ ""23-й километр"", в центр, Сосенское п-е, г. Москва";55.588406;37.47463;;;
"Калужское ш., 90 метров до ООТ ""Поворот на совхоз Воскресенское"", в центр, Сосенское п-е, г. Москва";55.555026;37.439176;;;
"Калужское ш., дублер, 160 метров до ООТ ""Поворот на совхоз Воскресенское"", в центр, Сосенское п-е, г. Москва";55.55453;37.438476;;;
"Калужское ш., 300 метров до ООТ ""Коттеджный поселок"", в центр, Сосенское п-е, г. Москва";55.54911;37.428581;;;
"Калужское ш., дублер, 200 метров до ООТ ""Коттеджный поселок"", в центр, Сосенское п-е, г. Москва";55.549525;37.430133;;;
"Калужское ш., 500 метров до ООТ ""Мамыри"", в центр, Сосенское п-е, г. Москва";55.59605;37.479991;;;
"Калужское ш., 520 метров после ООТ ""Коттеджный поселок"", из центра, Сосенское п-е, г. Москва";55.548921;37.424621;;;
"Калужское ш., 560 метров после ООТ ""Мамыри"", из центра, Сосенское п-е, г. Москва";55.596397;37.479893;;;
Калужское ш., д.99Б, д. Сосенки, Сосенское п-е, г. Москва;55.554631;37.437826;;;
"Киевское ш., ООТ ""Поворот на Дубки"", Новофедоровское п-е, г. Москва";55.450268;36.895151;;;
ТТК, внутреннее кольцо, д.10 по ул.Хамовнический Вал, г. Москва;55.716675;37.572452;;;
Шелепихинский мост, из центра, г. Москва;55.753743;37.517318;;;
Шелепихинский мост, в центр, г. Москва;55.753901;37.518718;;;
Дмитровское ш., д.89, г. Москва;55.864434;37.547441;;;
Шмитовский проезд, д.32А, с.1, г. Москва;55.756232;37.530418;;;
Мира просп., д.22А, г. Москва;55.77682;37.632633;;;
ул.Брестская 1-Я, д.32, г. Москва;55.772307;37.590298;;;
Рязанский просп., д.85, к.1, г. Москва;55.716437;37.799321;;;
Волгоградский просп., д.35, г. Москва;55.723049;37.69461;;;
ул.Вертолетчиков, д.9, к.1, г. Москва;55.702189;37.941305;;;
ул.Паперника, д.1, г. Москва;55.719384;37.783142;;;
ул.Привольная, д.16, г. Москва;55.69694;37.844357;;;
ул.Мосфильмовская, д.88, к.2, с.7, г. Москва;55.705669;37.497533;;;
"ул.Люблинская, 90 метров после ООТ ""Улица Шкулёва"", из центра, г. Москва";55.691245;37.73539;;;
Волгоградский просп., напротив д.47Б, с.2, из центра, г. Москва;55.718623;37.704047;;;
ул.Люблинская, пересечение с ул. Верхние Поля, в центр, г. Москва;55.661801;37.741277;;;
Новорязанское ш., дублер, 60 метров после ул.Маршала Полубоярова, из центра, г. Москва;55.675465;37.857509;;;
Варшавское ш., напротив д.148, с.1, в центр, г. Москва;55.600387;37.604658;;;
Варшавское ш., д.95, с.2, г. Москва;55.637138;37.620096;;;
Пролетарский просп., д.6, г. Москва;55.646091;37.656263;;;
Пролетарский просп., д.24Б, г. Москва;55.632186;37.65943;;;
